headline,label
"Aegis Capital On Yelp Notes 'It should be clear, that, for the stock to work, Yelp needs a transformative event'",Analyst Rating
Bank of America Downgrades Blackstone Group to Neutral,Analyst Rating
Ladenburg Thalmann Upgrades Comstock Resources to Buy,Analyst Rating
Euro Pacific Capital Downgrades Endeavour Silver to Sell,Analyst Rating
Cantor Fitzgerald Initiates Coverage on Uranium Energy Corp. at Buy,Analyst Rating
Morgan Stanley Upgrades Sandtander Mexico to Overweight,Analyst Rating
Oppenheimer Leaves Panera Bread Perform Unchanged (PNRA),Analyst Rating
"UPDATE: Drexel Hamilton's Brian White Upgrades VMware, Cites 23% Downside Since Oct. 9, 'Plethora of Rating Downgrades' Last Week",Analyst Rating
Morgan Stanley Reiterates Equal-Weight on The Cheesecake Factory ,Analyst Rating
UPDATE: Bank of America Reiterates On Affymetrix As Growth/Profitability Improve,Analyst Rating
Why Gordon Johnson Says SunPower Is A 'Perpetually Loss-Making' Company,Analyst Rating
Research In Motion Downgraded on Talks of Company Split,Analyst Rating
Canaccord Genuity Upgrades Bank Of Montreal Common Stock to Buy,Analyst Rating
"UPDATE: JP Morgan Upgrades Cabot Oil & Gas to Overweight; High Gas Growth, Cheap Valuation  ",Analyst Rating
SunTrust Robinson Humphrey Downgrades Belden to Hold,Analyst Rating
Ladenburg Thalmann Downgrades ARMOUR Residential REIT to Neutral,Analyst Rating
"Citigroup Downgrades Etablissements Delhaize Freres et Cie ""Le Lion"" S.A. to Neutral",Analyst Rating
Robert W. Baird Downgrades Nokia from Neutral to Underperform,Analyst Rating
SunTrust Robinson Humphrey Upgrades Green Dot To Buy,Analyst Rating
Morgan Stanley Initiates Myriad Genetics With Underperform,Analyst Rating
"Goldman Sachs Comments On Illumina, Updates Its Model",Analyst Rating
Lazard Capital Initiates Coverage Finisar at Neutral,Analyst Rating
Canaccord Genuity Downgrades Mallinckrodt plc Ordinary Shares to Hold,Analyst Rating
"Capital One Financial Initiates Coverage on Boston Properties, Inc. at Equal-weight",Analyst Rating
"Avondale Partners Negative On Rails, Reiterates Market Underperform, Sees Energy/Commodity Price Weakness Continuing",Analyst Rating
Cornerstone OnDemand Higher as Barclays Upgraded to Overweight,Analyst Rating
"Analyst: Shire Shares Should Rebound, But Sustained Rally Unlikely",Analyst Rating
CLSA Upgrades CF Industries Holdings to Outperform,Analyst Rating
UPDATE: Societe Generale Downgrades Cameron International Corporation as Timing of Material Margin Recovery is Now Uncertain,Analyst Rating
Needham Downgrades iRobot Corporation - Common Stock to Hold,Analyst Rating
"OIIM Trading At a ""Significant Discount,"" Sterne Agee Reports",Analyst Rating
"UPDATE: Goldman Sachs Adds Ingersoll-Rand To Americas Conviction List, Maintains Buy As Firm Notes 'our conviction in the call has only strengthened in light of a strong order book exiting 2018, improving price/cost, and a conservative guidance range'",Analyst Rating
Bank of America Upgrades NuStar GP Holdings To  Buy,Analyst Rating
Morgan Stanley Upgrades National Retail to Overweight,Analyst Rating
UPDATE: JP Morgan Initiates Coverage on Sigma Aldrich ,Analyst Rating
Career Education Corporation Sees Lower Revenues in 2011,Guidance
Williams Partners Reaffirms Distribution-Growth Guidance Despite Lower Commodity Margins and Earnings Guidance  ,Guidance
"UPDATE: Campbell Sees FY17 Adj. Gross Margin ~38%, Sees Generating ~$1.25B In Cash Flow From Operations",Guidance
Heartland Payment Guides 2012 EPS of Atleast $1.56; 2012 Net Revenue of $540M-545M,Guidance
McKesson Raises FY20 Adj. EPS Guidance From $14.00-$14.60 To $14.60-$14.80 vs $14.37 Est.,Guidance
Revised Earnings Guidance For ITC Holdings Corp. (ITC),Guidance
"Crown Castle Sees Q3 Site Rental Revenues $805M to $810M, EPS $1.18 to $1.19 vs $1.18 est",Guidance
Microchip Technology Incorporated Sees Q2 Sales $546.20M vs $567.90M Est,Guidance
Lannett Raises FY20 Adj. Sales Guidance From $525M-$545M To $530M-$550M,Guidance
UPDATE: Marcato Sees 2-3 Times More Upside In Buffalo Wild Wings Stock Price If It Undergoes These Proposals,Guidance
Perrigo Raises FY19 Adj. EPS Guidance From $3.75-$4.05 To $3.85-$4.05 vs $3.93 Est.,Guidance
"LogMeIn Sees FY15 Adj. EPS $1.51-$1.57 vs $1.40 Est., Sales $265M-$266.5M vs $263.9M Est.",Guidance
"Cash America Sees Q2 EPS $0.12-$0.18 vs $0.16 Est.; Raises FY16 EPS, Adj. EBITDA Outlook",Guidance
"Crane Reaffirms FY16 Outlook: Sales ~$2.7B vs $2.7B Est., EPS $3.85-$4.15 vs $4 Est.",Guidance
"UPDATE: Ryder Cuts FY15 EPS from $6.45-$6.55 to $6.17-$6.29 to $6.49 Est., Cites 'Lower Than Expected Results in Fleet Management Solutions'",Guidance
"Heidrick & Struggles Says Sees Non-Cash Impairment Charge $6M-$12M In Q4 To Write Off Carrying Value Of Goodwill, Intangible Assets Related To Leadership Consulting Unit",Guidance
Covenant Transportation Group Announces Expectations Concerning Q4Financial Results ,Guidance
"Yahoo! Expecting Q3 Sales Ex-TAC $1B-$1.04B vs $1.07B Est., Adj. EBITDA $200M-$240M",Guidance
Viper Energy Partners Sees Q3 Production Up 9% QoQ,Guidance
"Royal Caribbean Sees Q3 EPS ~$3.10 vs. Est. $3.39, FY16 EPS $6.00-$6.10 vs. Est. $6.21",Guidance
"TE Connectivity Sees Q3 Adj. EPS $1.35 to $1.37 vs $1.37 Est., Sales $3.65B to $3.70B vs $3.63B Est.",Guidance
"Watch Specialty Apparel Names Following American Eagle Preliminary Results, Guidance",Guidance
FelCor Lodging Trust Incorporated Sees FY2013 FFO $0.37-0.38,Guidance
LifeLock Sees Q1 EPS $(0.02)-(0.03) vs $0.03 Est; Sees Sales $105.0M-106.0M,Guidance
UPDATE: Illinois Tool Works Raises FY17 EPS Guidance From $6.20-$6.40 To $6.32-$6.52  vs $6.38 Est.,Guidance
From Western Digital Earnings Conference Call: Sees Q2 Adj. EPS $3.60-$3.70 vs $3.51 Est.,Guidance
Destination Maternity Corporation Expects $1.2M-$1.4M In Net Savings From Corporate Restructuring,Guidance
Franklin Electric Increases FY17 EPS Guidance From $1.77-$1.87 To $1.87-$1.97,Guidance
CME Energy Sees FY20 Adj. EPS $2.63-$2.68 vs $2.68 Est.; Reaffirms FY19 Adj. EPS Guidance Of $2.47-$2.51 vs $2.50 Est.,Guidance
Signet Jewelers Sees FY19 Adj. EPS $3.75-$4.25 vs $6.09 Est.; Sales $5.9-$6.1B vs $6.09B Est.,Guidance
"Leggett & Platt Raised FY12 EPS Guidance from $1.35-1.50 to $1.45-1.52, vs $1.39, Sales Guidance Raised from $3.65-3.8B to $3.7-3.75B, vs $3.75B",Guidance
"SpartanNash Sees FY19 Adj. EPS $1.20-$1.50, Adj. EBITDA $190M-$205M",Guidance
"Craft Brew Alliance, Inc. Sees Q4 EPS $0.04 vs $0.05 Est",Guidance
Sagent Pharma. Sees FY16 Rev. $325-$365M vs. Es.t $347.22M,Guidance
James Hardie Industries Expect Our North America Fiber Cement Segment EBIT Margin To Be Between 25% And 27% For Fiscal Year 2020; Says US Housing Market Conditions Remain Somewhat Uncertain And Some Input Costs Remain Volatile,Guidance
UPDATE: Cepheid Sees Q3 Sales Slightly Below Street Estimate,Guidance
"Grubhub's Q3 Results Likely Driven By Delivery, Technology Improvements",Guidance
"Gildan Activewear, Inc. Sees Q1 EPS $0.28-0.31 vs $0.21 Est; Sees Sales Over $400.0M vs $386.80M Est",Guidance
Duke Energy Earnings Preview: EPS Expected to Fall from Previous Quarter,Guidance
"Green Dot Sees Q1 Sales $295M-$300M vs $293.9M Est.; FY18 Adj. EPS $2.81-$2.88 vs $2.61 Est, Sales $982M-$997M vs $988.8M Est.",Guidance
JetBlue Airways Lowers Midpoint Of RASM Guidance By 2 Points,Guidance
"Coca-Cola Says Expects Impact of Structural Items, Including New Provision in Venezuela, to be 1-2 Point Headwind on Net FY Revenues",Guidance
Amphenol Says Does Not Expect To Meet Q1 Sales And Adj. EPS Guidance Given Uncertainty Surrounding China Production,Guidance
Mantech Guides FY EPS $2.85 May Not Compare to $2.99 Est; Guides FY12 Revenue $2.7B vs $2.92B Est,Guidance
SuperCom Postpones Earnings Release In Light Of A Likely Subsequent Event That May Impact Year-End Financial Results,Guidance
Hudson Global Sees Q4 Rev. $95-$105M vs. Est. $116M,Guidance
Extreme Networks Guides Q3 EPS $0.06-0.08 vs $0.08 Est,Guidance
Crocs shares are trading higher after the company raised Q4 sales guidance to $195M-$205M compared to the $197M analyst estimate and reported better than expected Q3 sales.,Guidance
From Yum! Call: Co. Has No Plans to Boost Prices in China,Guidance
UPDATE: Cray Sees FY15 Sales $720M-$725M vs $716.8M Est.; Sees FY16 Sales $825M vs $818M Est.,Guidance
FDA Says Some Limited Data To Suggest Convalescent Plasma & Hyperimmune Globulin May Have Benefit In Coronavirus,Regulatory
UPDATE: Endologix Forbearance Deal Informed Parties Co. 10-Q Filing Would Include Statement There Is Substantial Doubt Regarding Co.'s Ability To Continue As Going Concern,Regulatory
Kudlow Tells Reporters Trump Is 'Not Calling Out The Fed',Regulatory
Dr. Reddy's Files Annual Report on Form 20-F,Regulatory
UPDATE: Chesapeake Says Governance Reforms Will be Helpful to Investors,Regulatory
Canada's Carney Says Bank of Canada Welcomes ECB Bond Purchase Plan; Expecting Commodity Prices to Remain High; Kept Rates Low Due to Strong Dollar,Regulatory
Antares Pharma Announces Issuance of Patent for VIBEX Device Platform ,Regulatory
White House Economic Adviser Kudlow Says Technology Related Issues Are The Most Important Issues In Talks Towards Trade Deal With China,Regulatory
"Donald J. Trump Tweet: The World has taken a big step back from potential Nuclear catastrophe! No more rocket launches, nuclear testing or research! The hostages are back home with their families. Thank you to Chairman Kim, our day together was historic!",Regulatory
"CCUR Announces Receives an Extension Through Nasdaq to Prove the Company is Not a 'Public Shell,' Announces a 1M Share Buyback Program",Regulatory
"Pemex Sues ConocoPhillips, Shell in Stolen Gas Lawsuit; Seeks $300M",Regulatory
"Mosaic Seeking Simpler Potash Tax, Royalty System in Saskatchewan, According to Spokesperson -Reuters",Regulatory
UK House Of Commons Speaker John Bercow Says He Will Stop Boris Johnson From Closing Parliament To Secure Brexit,Regulatory
Vringo Announces Intention to Seek EN Banc Review of Decision in I/P Engine Case,Regulatory
Agreement Between Elbit Systems and the Georgian Government  ,Regulatory
"Jury Finds Amgen's Patents For Repatha Are Valid; Sanofi, Regeneron Have Lost Validity Trial, Conceded Infringement",Regulatory
Merkel Says There Will be a  Structural Balance in Germany in 2014,Regulatory
Euro Falls Once More as Greek Crisis Remains Unresolved,Regulatory
'Senate blocks Trump-backed plan to end government shutdown and fund his border wall' -CNBC,Regulatory
Raptor Pharmaceutical Announces Issuance of Key European Patent Protecting the Cysteamine Portfolio ,Regulatory
Hi-Crush Partners Announces Settlement of Baker Hughes Lawsuit,Regulatory
FDA Says Proposing To Increase Regulatory Requirements Of Surgical Staplers For Internal Use By Reclassifying Them Into A Higher-Risk Category,Regulatory
G20 Financial Officials Tasked Relevant Working Groups To Deliver On The Roadmap By April 15 Meeting,Regulatory
Pfizer Reports CDC Recommends Updated Guidance For Adminstering 2-3 Dose Series TRUMENBA,Regulatory
"Extreme Networks Granted Exemption to Soros on Rights Pact, Says Soros may Acquire Added Shares Up to 9.9%",Regulatory
SNB would only scrap the 1.20 CHF cap if inflation was much higher via ForexLive,Regulatory
"Tessera Technologies Announces California State Court Confirmed Arbitration Award, Entered Judgment of ~$128.33M Plus Post-Judgment Interest Against Amkor",Regulatory
"Bunge Spokesperson Says FDA Notified Co Of Contaminated Canola Meal, Product Did Enter US, Co Faces No Shipping Restrictions",Regulatory
Europe's Auto Safety Panel Says Tesla's Model 3 Set A New Benchmark In Safety,Regulatory
Bloomberg Reporting J&J Looking to Avoid Punitive Damages After Losing Mesh Trial Verdict,Regulatory
POZEN Announces Receipt Of Three Patents From The United States Patent And Trademark Office,Regulatory
Brazil Central Bank Says Credit Growth Likely to Persist; Commodity Prices Lower Since April,Regulatory
Sinocoking Coal and Coke Chemical Industries Obtains New Business Licenses For Three Coal Mine Companies in Baofeng County ,Regulatory
TDAmeritrade Reports Will Transfer Shares to NASDAQ,Regulatory
"CNBC Publishes 'Commerce Secretary Wilbur Ross offers Trump a wide range of options, including higher tariffs, to fight steel, aluminum dumping'",Regulatory
"UK's Corbyn Says Tomorrow, EU Will Decide On A Brexit Extension",Regulatory
ITT Educational Services Shares +15% After-Hours as Company Says Submitted 2014 Financial Statements to DoE,Regulatory
Bloomberg Reporting VirnetX Jury Cannot Reach Unanimous Verdict in Cisco Case,Regulatory
PG&E Files Formal Papers on Chapter 11 Restructuring Strategy; Plan Offers Nearly $18B to Wildfire Victims and Public Entities,Regulatory
Mylan Invalidates Two of Teva's Copaxone 40 mg/mL Patents Via U.S. Patent and Trademark Office's Inter Partes Review Proceeding,Regulatory
"UPDATE: 22nd Century Says 'has not received any notice of, and the Company has no knowledge of, any enforcement proceeding against 22nd Century by the SEC or any other regulator'",Regulatory
Watching Shares of New York Times Amid Reports Pres. Trump Is Looking At Possible Legal Action Against The Paper In Relation To The Recent Anonymous Op-Ed It Published About His Administration,Regulatory
Ultratech Achieves ISO 9001 and 14001 Certification for Singapore Operations and Recertification for U.S. Facility ,Regulatory
Stein Mart Announces It Qualifies For Recently Announced Temporary Relief From Compliance With The Nasdaq Stock Market,Regulatory
Mylan Reports Teva Dismissed Litigation After Co. Won Court Ruling On Teva's Cold Filtration Patents For Copaxone 40 mg/mL,Regulatory
STAT News' Adam Feuerstein Tweets: $TXMD Regulatory update on resolving the TX-004 complete response letter does not read well at all.,Regulatory
"Wall Street's M&A Chatter From May 9: Abercrombie & Fitch, GrubHub, Hertz, Lululemon, Broadcom-Brocade, Apollo-West Corp",Mergers and Acquisitions
"Eros International Acquires Music Messaging Innovator PingTune, no terms",Mergers and Acquisitions
"BMO Financial To Buy KGS-Alpha Capital Markets, No Terms Disclosed",Mergers and Acquisitions
SAP Said to End Talks to Purchase Jive Software -Bloomberg,Mergers and Acquisitions
"Community Health Systems Announces Definitive Agreement To Sell Bluefield, West Virginia Hospital",Mergers and Acquisitions
Eaton Agrees to Acquire Medium Voltage Switchgear Manufacturer E.A. Pedersen Company,Mergers and Acquisitions
"Verisk Analytics Reports Purchase of Analyze Re, No Terms Disclosed",Mergers and Acquisitions
Constant Contact Announces Deal to Be Purchased by Endurance Int'l at $32/Share,Mergers and Acquisitions
"Bristol-Myers, AstraZeneca Shares Higher Following Confirmation AstraZeneca Will Buy JV Diabetes Stake for Up to $4.3B",Mergers and Acquisitions
Archer Daniels Midland Reports Will Buy Remaining 20% Minority Stake of Alfred C. Toepfer for €83M,Mergers and Acquisitions
KKR Invests in Shenzhen Suishou Technology; Financial Details Not Disclosed,Mergers and Acquisitions
Navios Maritime Acquisition Corporation And Navios Maritime Midstream Partners L.P. Announce Definitive Merger Agreement,Mergers and Acquisitions
"Publicis Groupe Extends Offer to Purchase all Sapient Shares for $25.00/Share to January 22, 2015",Mergers and Acquisitions
"Rovi to Acquire Veveo for $62M in Cash at Closing, Plus $7M in Additional Cash Payments Based on Milestones",Mergers and Acquisitions
MetLife Announces Acquisition of BBVA's Chilean Pension Business for Approximately $2B,Mergers and Acquisitions
"RTI Surgical Reports Purchase Of Zyga Technology, No Terms Disclosed",Mergers and Acquisitions
GSE Systems Reports Purchase Of Absolute Consulting For $8.75M In Cash,Mergers and Acquisitions
REMINDER: Rent-A-Center Shareholders Vote Today On M&A With Vintage Capital; BZ NOTE: On September 13 The Co. Reported a 2nd HSR Request For Info From The FTC Regarding The Deal,Mergers and Acquisitions
Wabtec Reports Deal to Buy Faiveley Transport for $1.8B,Mergers and Acquisitions
'China Hasn't Started Remedy Talks On Mellanox/NVIDIA' - Deal Reporter,Mergers and Acquisitions
"Carriage Services Reports Purchase Of Assets Of Oakmont Memorial Park & Mortuary, No Terms Disclosed",Mergers and Acquisitions
Paragon Offshore's Norwegian Buy Doesn't Move Market,Mergers and Acquisitions
Rice Energy Release Confirms Closing of Rice Midstream Partners LP: 28.75M Common Units at $16.50/Unit,Mergers and Acquisitions
Hearing Dealreporter Says JNJ May Be 'Gearing Up' For A Takeover Of Boston Scientific,Mergers and Acquisitions
SK Telecom to Raise Stake in SK Communications Unit to 100% via Stock Swap,Mergers and Acquisitions
Actavis to Acquire Warner Chilcott for $8.5B in Stock Deal,Mergers and Acquisitions
Microsemi Reports Revised Bid to Purchase PMC-Sierra Deemed 'Superior' by PMC's Board,Mergers and Acquisitions
E*TRADE Shares Up ~$0.20 Over Last Min as Hearing Traders Circulating Report of Takeover Chatter,Mergers and Acquisitions
"AmTrust Financial Services, Inc. Announces Agreement to Acquire ARI Mutual Insurance Company",Mergers and Acquisitions
"Telsey Advisor Says DKS-CAB Deal Makes Sense, Says DKS Would Need To Pay ~$4.9B For CAB",Mergers and Acquisitions
"PowerSecure Buys Solais Lighting for $6.5M in Cash, ~675K Shares",Mergers and Acquisitions
NeoPhotonics Announces Definitive Agreement to Acquire Santur Corporation ,Mergers and Acquisitions
IAMGOLD Expands Gold Production Pipeline in Canada With Acquisition of Trelawney  ,Mergers and Acquisitions
Omega Healthcare Investors and Aviv REIT to Merge in Deal Valuing Aviv at $3B,Mergers and Acquisitions
Contango Reports Signing Of Deal To Buy Assets of White Star Petroleum For $132.5M,Mergers and Acquisitions
Gramercy Proprety Trust to be Acquired by Blackstone for $27.50/Share,Mergers and Acquisitions
"Read The Fine Text: Who Benefits From The HP, Open Text Merger ",Mergers and Acquisitions
BorgWarner Agrees to Sell Tire Pressure Monitoring Business to Huf Electronics ,Mergers and Acquisitions
ADM Acquires Grain Elevator in Eastern Germany (ADM),Mergers and Acquisitions
Galena Biopharma Acquires Abstral Sublingual Tablets in US,Mergers and Acquisitions
"Watch 5G-Related Stocks Following T-Mobile, Nokia Deal For $3.5B 5G Network",Mergers and Acquisitions
Charles Gasparino Tweets: Bankers say low odds of $dis $cmcsa bid for $foxa more now @FoxBusiness @TeamCavuto,Mergers and Acquisitions
BlueLinx Acquisition of Cedar Creek For $345M Cash and $68M of Capital Leases,Mergers and Acquisitions
"Hasbro, On CMA Assessment Of Entertainment One Deal, Says Been Engaged In Ongoing Dialogue With CMA As Part Of Standard 'Pre-Notification' Procedure;  Says Still Expect To Close The Transaction No Later Than First Quarter 2020",Mergers and Acquisitions
Shopify Will Acquire 6 River Systems For $450 million,Mergers and Acquisitions
Kennametal to Buy ATI's Tungsten Materials Business for $605M,Mergers and Acquisitions
ArcelorMittal shares are trading higher after the company was granted preliminary approval for its acquisition offer for Essar Steel.,Mergers and Acquisitions
GrafTech Completes Acquisitions of Seadrift Coke L.P. and C/G Electrodes LLC   ,Mergers and Acquisitions
